order_id,cust_id,prod_id,quantity,order_date
110324,4226,49,3,2023-09-25
110325,3268,31,3,2023-01-11
110326,2658,58,2,2023-12-29
110327,3020,92,5,2023-05-14
110328,655,43,1,2023-07-29
110329,22,83,5,2023-10-03
110330,508,41,4,2023-02-03
110331,482,18,2,2023-06-24
110332,1024,12,1,2023-01-16
110333,2071,20,3,2023-04-24
110334,3407,18,1,2023-02-19
110335,622,26,5,2023-12-15
110336,3880,82,4,2023-07-04
110337,2953,34,5,2023-12-25
110338,1015,5,3,2023-01-03
110339,4474,32,3,2023-01-05
110340,643,3,4,2023-11-30
110341,3533,90,2,2023-05-08
110342,3791,30,1,2023-02-10
110343,2054,31,5,2023-06-19
110344,2561,43,5,2023-02-27
110345,2569,42,5,2023-01-28
110346,1399,95,1,2023-07-31
110347,3590,18,3,2023-04-06
110348,2254,15,5,2023-07-05
110349,4415,63,5,2023-07-11
110350,3587,57,5,2023-09-08
110351,2143,22,1,2023-04-23
110352,3645,37,1,2023-04-18
110353,1759,21,4,2023-03-27
110354,2700,57,3,2023-12-29
110355,349,73,1,2023-02-05
110356,931,57,1,2023-02-11
110357,2750,49,1,2023-05-12
110358,3361,90,2,2023-11-09
110359,981,97,5,2023-07-26
110360,2050,27,2,2023-07-24
110361,1697,44,1,2023-02-25
110362,682,32,2,2023-12-10
110363,2562,62,3,2023-11-29
110364,1955,55,3,2023-11-15
110365,2673,43,2,2023-05-19
110366,1363,8,1,2023-06-08
110367,4159,1,4,2023-10-21
110368,616,69,1,2023-11-06
110369,4661,30,4,2023-03-06
110370,2948,12,5,2023-07-26
110371,3998,64,3,2023-03-09
110372,1340,68,5,2023-03-12
110373,2140,63,2,2023-05-29
110374,2603,14,5,2023-10-28
110375,2447,90,4,2023-10-17
110376,462,4,3,2023-05-09
110377,1793,31,5,2023-09-19
110378,2272,8,5,2023-02-27
110379,2338,33,5,2023-04-07
110380,2855,78,3,2023-10-06
110381,1384,34,1,2023-09-22
110382,2233,70,4,2023-01-30
110383,673,50,4,2023-01-04
110384,1570,13,3,2023-09-02
110385,3770,24,4,2023-04-10
110386,1904,74,1,2023-10-20
110387,4449,66,2,2023-03-29
110388,2004,4,5,2023-08-19
110389,4995,64,4,2023-05-26
110390,2152,87,1,2023-05-16
110391,1918,6,1,2023-06-03
110392,2494,20,4,2023-10-27
110393,3610,36,2,2023-12-10
110394,4423,43,3,2023-07-03
110395,2163,24,4,2023-03-07
110396,2841,41,3,2023-11-22
110397,4470,24,4,2023-02-14
110398,64,95,5,2023-11-17
110399,3430,88,2,2023-01-27
110400,453,66,2,2023-07-19
110401,1262,47,2,2023-08-05
110402,3158,40,4,2023-08-28
110403,4296,7,3,2023-03-14
110404,3254,64,2,2023-06-19
110405,1152,56,4,2023-12-25
110406,4080,99,2,2023-05-07
110407,699,42,1,2023-11-04
110408,3388,72,4,2023-01-07
110409,4131,91,1,2023-05-24
110410,1027,22,4,2023-12-06
110411,1903,24,2,2023-11-18
110412,4663,50,3,2023-04-26
110413,13,24,2,2023-02-02
110414,1588,29,2,2023-09-16
110415,1795,15,3,2023-04-23
110416,641,14,4,2023-04-23
110417,2682,96,2,2023-11-18
110418,300,69,4,2023-03-29
110419,2095,4,2,2023-08-19
110420,4239,83,1,2023-04-20
110421,4272,98,4,2023-08-13
110422,4588,11,5,2023-04-17
110423,3611,65,3,2023-08-26
110424,3547,86,3,2023-09-25
110425,3592,97,1,2023-07-15
110426,908,35,2,2023-05-12
110427,2934,43,4,2023-03-02
110428,4937,93,5,2023-10-29
110429,3524,27,2,2023-05-15
110430,182,12,1,2023-02-03
110431,3710,48,2,2023-10-21
110432,3631,29,2,2023-12-12
110433,1399,16,5,2023-09-15
110434,994,33,3,2023-07-13
110435,441,61,5,2023-02-24
110436,2575,40,5,2023-05-25
110437,4664,9,2,2023-07-28
110438,4171,34,5,2023-03-09
110439,837,86,5,2023-07-10
110440,2980,7,1,2023-04-09
110441,4838,58,5,2023-06-15
110442,4126,49,4,2023-09-14
110443,2388,69,2,2023-11-04
110444,723,74,5,2023-04-25
110445,4717,67,1,2023-01-07
110446,1547,68,4,2023-07-23
110447,4756,49,1,2023-04-28
110448,4571,2,4,2023-08-29
110449,4027,74,1,2023-01-15
110450,2625,30,1,2023-02-02
110451,4010,43,2,2023-06-25
110452,4976,79,1,2023-05-22
110453,897,52,1,2023-01-10
110454,1778,7,3,2023-12-19
110455,590,74,5,2023-12-06
110456,4182,41,5,2023-12-01
110457,3552,76,5,2023-07-30
110458,2232,92,2,2023-11-21
110459,4322,55,5,2023-09-24
110460,4623,29,3,2023-10-21
110461,4510,42,4,2023-12-12
110462,2679,60,5,2023-07-19
110463,4719,87,3,2023-01-25
110464,4979,3,2,2023-04-08
110465,4725,56,2,2023-01-25
110466,1024,91,3,2023-05-16
110467,1442,46,5,2023-05-20
110468,2111,11,3,2023-02-23
110469,772,75,2,2023-10-21
110470,2312,24,4,2023-06-22
110471,1074,23,2,2023-05-18
110472,2389,41,3,2023-07-29
110473,1213,44,5,2023-04-17
110474,2650,57,3,2023-11-18
110475,4827,11,4,2023-07-10
110476,1325,71,4,2023-10-14
110477,731,78,2,2023-09-17
110478,606,63,1,2023-11-20
110479,4890,94,4,2023-06-03
110480,3470,13,4,2023-10-20
110481,4273,94,2,2023-01-14
110482,649,50,1,2023-08-29
110483,3961,66,4,2023-10-26
110484,2688,27,1,2023-07-31
110485,3498,14,3,2023-04-24
110486,3753,5,2,2023-07-29
110487,3361,39,1,2023-04-24
110488,4938,6,3,2023-10-21
110489,64,63,1,2023-08-09
110490,4280,80,2,2023-08-08
110491,3023,10,5,2023-05-15
110492,203,13,2,2023-03-12
110493,4595,21,5,2023-04-20
110494,2762,19,4,2023-06-08
110495,2036,22,3,2023-12-07
110496,1019,53,5,2023-06-11
110497,2175,30,2,2023-05-22
110498,4145,50,2,2023-05-26
110499,2610,61,1,2023-05-27
110500,3421,29,1,2023-10-31
110501,3463,48,4,2023-06-30
110502,4154,40,1,2023-02-28
110503,2296,44,2,2023-06-01
110504,2170,64,4,2023-11-05
110505,3965,70,2,2023-04-24
110506,3557,35,3,2023-07-19
110507,451,37,1,2023-04-08
110508,3828,79,2,2023-02-11
110509,4532,34,2,2023-08-24
110510,4731,99,5,2023-06-15
110511,4223,8,5,2023-03-26
110512,31,78,1,2023-10-11
110513,27,97,5,2023-02-16
110514,4792,48,5,2023-10-29
110515,4137,93,3,2023-04-14
110516,1036,78,5,2023-07-01
110517,2517,38,5,2023-08-09
110518,1707,25,1,2023-08-10
110519,4257,84,3,2023-09-07
110520,4855,57,3,2023-04-20
110521,2526,8,2,2023-05-28
110522,378,4,4,2023-10-05
110523,2459,47,1,2023-01-12
110524,3304,77,1,2023-05-19
110525,3268,53,1,2023-11-19
110526,3153,24,2,2023-02-14
110527,1962,19,2,2023-04-05
110528,1975,86,4,2023-12-24
110529,1325,45,3,2023-03-12
110530,3209,84,1,2023-03-08
110531,968,32,4,2023-03-06
110532,4518,12,1,2023-09-14
110533,2361,34,1,2023-04-24
110534,1034,86,5,2023-12-01
110535,1205,59,3,2023-11-11
110536,4278,3,1,2023-10-27
110537,1850,82,3,2023-12-24
110538,2723,22,3,2023-08-30
110539,1893,98,4,2023-11-15
110540,4756,91,4,2023-05-25
110541,2887,60,3,2023-07-23
110542,1084,39,1,2023-02-22
110543,4025,51,2,2023-01-26
110544,1541,85,1,2023-03-12
110545,1794,60,5,2023-12-15
110546,2453,62,3,2023-07-24
110547,2890,72,4,2023-09-14
110548,2041,24,3,2023-04-02
110549,3375,89,5,2023-12-01
110550,2754,11,5,2023-11-22
110551,4621,73,5,2023-05-16
110552,3768,7,1,2023-12-22
110553,4338,49,5,2023-12-24
110554,2160,9,2,2023-11-24
110555,3623,93,4,2023-09-08
110556,2885,54,5,2023-09-14
110557,3976,45,2,2023-11-28
110558,1480,10,2,2023-10-17
110559,1705,70,3,2023-05-14
110560,213,94,1,2023-06-24
110561,80,82,4,2023-06-11
110562,2084,35,2,2023-05-02
110563,4877,3,2,2023-07-23
110564,2314,11,3,2023-09-29
110565,4891,66,3,2023-11-21
110566,3633,99,5,2023-08-31
110567,2752,34,5,2023-08-05
110568,3554,75,2,2023-02-10
110569,84,37,1,2023-02-20
110570,4034,58,3,2023-03-16
110571,3242,92,5,2023-08-22
110572,722,100,4,2023-02-07
110573,3723,28,1,2023-07-02
110574,4634,45,3,2023-10-07
110575,3073,98,2,2023-04-22
110576,1186,22,4,2023-11-08
110577,3899,66,5,2023-10-19
110578,1191,4,3,2023-08-25
110579,368,32,3,2023-08-09
110580,1004,81,5,2023-12-01
110581,1703,55,2,2023-12-09
110582,2500,80,2,2023-09-14
110583,1372,58,1,2023-06-06
110584,1921,78,1,2023-05-11
110585,3229,97,2,2023-01-05
110586,2181,55,2,2023-03-22
110587,3580,72,3,2023-06-05
110588,3837,56,5,2023-06-06
110589,3887,7,5,2023-11-18
110590,2413,77,2,2023-02-14
110591,2847,45,2,2023-07-24
110592,2172,11,1,2023-09-05
110593,2043,91,2,2023-01-31
110594,761,46,1,2023-07-21
110595,2752,52,5,2023-12-18
110596,2861,58,5,2023-02-02
110597,2490,4,3,2023-08-22
110598,4846,41,2,2023-01-09
110599,690,3,5,2023-12-10
110600,1690,99,4,2023-11-25
110601,1270,97,5,2023-08-03
110602,2811,64,4,2023-04-26
110603,4631,89,1,2023-12-29
110604,4593,54,3,2023-01-09
110605,1405,26,3,2023-06-13
110606,193,79,4,2023-02-06
110607,3027,62,4,2023-03-28
110608,1778,26,1,2023-10-22
110609,3390,87,1,2023-04-23
110610,2292,78,5,2023-08-01
110611,4804,75,1,2023-10-14
110612,3426,33,1,2023-03-04
110613,906,21,5,2023-09-03
110614,4321,50,3,2023-03-30
110615,4313,93,3,2023-03-26
110616,1607,97,3,2023-07-21
110617,1648,41,3,2023-03-10
110618,4960,44,2,2023-12-21
110619,3251,36,5,2023-10-10
110620,878,1,2,2023-10-17
110621,296,95,1,2023-04-06
110622,1070,57,1,2023-01-27
110623,27,58,2,2023-02-04
110624,1744,99,1,2023-07-31
110625,3925,17,3,2023-02-19
110626,1637,61,1,2023-07-19
110627,2906,72,4,2023-02-20
110628,446,73,3,2023-11-30
110629,2173,30,1,2023-02-01
110630,1997,73,5,2023-02-08
110631,147,79,1,2023-06-30
110632,3651,6,3,2023-05-13
110633,3259,89,4,2023-04-05
110634,4739,67,4,2023-10-04
110635,3982,11,2,2023-03-02
110636,1036,34,5,2023-07-29
110637,2086,61,1,2023-04-25
110638,3169,17,3,2023-01-10
110639,1473,17,2,2023-06-22
110640,2964,4,4,2023-06-17
110641,3637,67,3,2023-09-11
110642,4361,69,1,2023-05-21
110643,1683,72,1,2023-09-27
110644,4782,61,4,2023-09-21
110645,3379,63,3,2023-06-17
110646,367,4,5,2023-07-13
110647,3061,1,3,2023-01-09
110648,2180,3,2,2023-10-31
110649,813,41,3,2023-07-30
110650,4910,89,2,2023-08-21
110651,3489,17,2,2023-03-12
110652,1332,75,2,2023-09-17
110653,2400,59,1,2023-09-10
110654,3659,7,3,2023-01-07
110655,4521,76,2,2023-12-03
110656,4601,28,1,2023-08-22
110657,1081,87,3,2023-05-07
110658,3177,70,3,2023-06-29
110659,1190,18,4,2023-09-30
110660,295,50,4,2023-11-30
110661,4297,70,5,2023-10-10
110662,4253,86,4,2023-04-22
110663,861,31,4,2023-11-01
110664,3262,72,4,2023-05-25
110665,1171,14,2,2023-06-09
110666,4129,11,3,2023-05-19
110667,4492,97,2,2023-09-23
110668,4034,24,5,2023-04-27
110669,2754,99,4,2023-03-30
110670,885,14,2,2023-05-27
110671,740,46,3,2023-07-01
110672,3504,71,2,2023-08-27
110673,419,20,5,2023-02-20
110674,1003,51,3,2023-03-02
110675,891,64,2,2023-10-29
110676,4807,51,1,2023-09-24
110677,72,75,2,2023-11-02
110678,4324,40,2,2023-09-02
110679,1702,62,3,2023-02-08
110680,3147,37,1,2023-02-02
110681,27,40,2,2023-07-27
110682,396,61,3,2023-12-13
110683,3008,52,3,2023-06-17
110684,3491,74,3,2023-02-05
110685,1397,78,4,2023-12-16
110686,3736,75,3,2023-10-09
110687,3374,87,5,2023-04-07
110688,3929,13,4,2023-02-10
110689,3659,64,4,2023-10-06
110690,3055,71,1,2023-09-25
110691,1791,54,2,2023-01-02
110692,2228,9,1,2023-11-15
110693,4194,1,5,2023-03-18
110694,3129,58,4,2023-06-17
110695,3081,74,2,2023-12-13
110696,850,57,3,2023-12-12
110697,2438,71,5,2023-09-13
110698,1289,4,2,2023-10-19
110699,107,29,3,2023-04-16
110700,2658,27,1,2023-02-01
110701,2937,40,4,2023-03-27
110702,1064,20,2,2023-01-19
110703,129,5,4,2023-04-15
110704,4007,93,4,2023-04-03
110705,1120,13,2,2023-06-03
110706,1426,83,1,2023-09-07
110707,4498,54,3,2023-11-20
110708,216,37,3,2023-02-27
110709,198,99,2,2023-03-14
110710,2259,72,4,2023-10-06
110711,1762,28,4,2023-01-20
110712,4035,17,5,2023-05-25
110713,3076,23,2,2023-07-31
110714,59,30,2,2023-12-25
110715,4755,7,3,2023-03-12
110716,3136,57,3,2023-09-24
110717,1057,39,2,2023-05-27
110718,4558,12,2,2023-01-05
110719,4132,33,4,2023-06-04
110720,4100,27,2,2023-02-19
110721,1166,99,1,2023-02-04
110722,2596,95,2,2023-11-13
110723,2141,57,4,2023-09-30
110724,4175,5,3,2023-09-11
110725,702,4,4,2023-10-17
110726,4295,23,2,2023-08-14
110727,2115,70,4,2023-05-05
110728,3399,40,4,2023-05-30
110729,2417,62,5,2023-01-04
110730,3092,87,2,2023-12-21
110731,451,96,4,2023-06-28
110732,3318,24,3,2023-01-19
110733,4052,68,1,2023-06-07
110734,2812,83,3,2023-04-08
110735,64,80,2,2023-04-22
110736,1594,30,3,2023-10-15
110737,145,57,1,2023-07-14
110738,2388,34,2,2023-05-03
110739,4619,16,3,2023-03-01
110740,3384,70,1,2023-09-20
110741,4283,22,2,2023-09-14
110742,3413,98,4,2023-10-31
110743,790,95,3,2023-01-19
110744,4732,23,5,2023-03-19
110745,1052,67,5,2023-12-31
110746,2709,65,4,2023-12-09
110747,1168,41,5,2023-10-01
110748,2468,14,3,2023-06-15
110749,1099,17,1,2023-05-23
110750,4899,53,2,2023-12-23
110751,4390,13,3,2023-06-06
110752,1750,65,4,2023-09-01
110753,4595,71,5,2023-06-28
110754,2016,46,2,2023-09-10
110755,4295,70,3,2023-11-05
110756,2608,6,5,2023-03-13
110757,633,68,5,2023-02-07
110758,2290,45,4,2023-02-01
110759,4658,32,3,2023-05-25
110760,4198,3,3,2023-07-13
110761,959,53,2,2023-07-06
110762,597,6,5,2023-05-12
110763,4915,71,5,2023-10-08
110764,1485,62,2,2023-11-19
110765,247,14,3,2023-10-15
110766,1100,6,1,2023-10-22
110767,3191,100,1,2023-01-29
110768,1460,93,5,2023-12-03
110769,888,72,2,2023-03-24
110770,1387,89,5,2023-04-03
110771,2804,50,5,2023-01-07
110772,4835,47,4,2023-02-17
110773,4133,84,5,2023-08-30
110774,1185,60,3,2023-10-30
110775,1189,17,3,2023-09-25
110776,2319,31,3,2023-08-30
110777,2503,79,1,2023-12-20
110778,325,41,1,2023-08-06
110779,4347,73,4,2023-05-06
110780,1799,80,5,2023-08-18
110781,1939,62,2,2023-02-18
110782,2719,52,1,2023-04-26
110783,1055,76,1,2023-08-29
110784,4339,8,1,2023-09-26
110785,1647,7,3,2023-07-17
110786,1017,39,3,2023-07-19
110787,2763,17,5,2023-04-28
110788,4298,47,4,2023-02-22
110789,4195,20,5,2023-08-02
110790,509,63,3,2023-02-14
110791,3361,100,5,2023-06-16
110792,248,92,3,2023-09-20
110793,3726,20,5,2023-07-31
110794,454,92,3,2023-05-09
110795,4402,26,1,2023-10-21
110796,3134,74,5,2023-05-14
110797,3632,91,2,2023-08-22
110798,2317,37,2,2023-10-07
110799,2576,92,5,2023-09-24
110800,4074,91,5,2023-06-29
110801,1694,53,4,2023-09-06
110802,805,49,1,2023-04-29
110803,3418,49,5,2023-07-04
110804,4242,7,2,2023-12-29
110805,4161,25,1,2023-05-29
110806,4506,11,4,2023-09-17
110807,3650,27,2,2023-05-15
110808,1784,57,3,2023-01-06
110809,4853,99,4,2023-04-08
110810,3366,93,2,2023-09-23
110811,2403,74,1,2023-03-11
110812,2788,70,4,2023-12-25
110813,2204,12,4,2023-07-14
110814,4045,64,3,2023-12-28
110815,3351,36,3,2023-05-28
110816,4650,77,2,2023-07-02
110817,488,98,1,2023-02-08
110818,891,22,4,2023-02-07
110819,980,1,2,2023-12-24
110820,1751,78,2,2023-10-24
110821,2569,14,5,2023-11-11
110822,566,89,3,2023-07-12
110823,1665,36,3,2023-12-29
110824,3960,92,2,2023-07-15
110825,290,8,3,2023-04-01
110826,2353,6,5,2023-04-30
110827,3840,91,5,2023-12-16
110828,4367,88,2,2023-04-12
110829,3017,51,4,2023-07-08
110830,2608,30,1,2023-02-13
110831,2891,11,3,2023-07-29
110832,3035,38,3,2023-06-01
110833,4960,52,1,2023-10-17
110834,2104,8,1,2023-10-01
110835,4495,58,3,2023-01-26
110836,3346,26,5,2023-02-25
110837,4147,46,2,2023-01-08
110838,4843,24,4,2023-12-21
110839,247,35,5,2023-05-11
110840,2554,83,3,2023-11-06
110841,4543,2,5,2023-07-02
110842,1678,98,4,2023-04-30
110843,4418,11,5,2023-03-05
110844,3274,23,3,2023-03-15
110845,4517,7,1,2023-03-26
110846,2150,61,3,2023-04-21
110847,2208,34,2,2023-12-29
110848,796,95,5,2023-06-08
110849,2533,24,5,2023-09-07
110850,511,26,2,2023-08-22
110851,3985,32,5,2023-03-04
110852,4451,46,3,2023-03-06
110853,4267,8,5,2023-02-15
110854,1935,96,1,2023-10-09
110855,1968,34,5,2023-10-31
110856,1152,62,5,2023-09-13
110857,3329,10,3,2023-09-17
110858,1395,87,1,2023-02-08
110859,3109,8,3,2023-11-21
110860,3659,60,4,2023-08-10
110861,4553,31,4,2023-11-22
110862,1855,62,2,2023-09-05
110863,603,53,1,2023-12-03
110864,839,26,4,2023-09-22
110865,3026,67,1,2023-04-13
110866,4327,38,5,2023-05-12
110867,2465,26,2,2023-04-01
110868,4378,27,1,2023-10-14
110869,1677,66,2,2023-12-21
110870,3189,67,5,2023-10-05
110871,1208,90,2,2023-07-01
110872,3855,43,5,2023-05-17
110873,3786,94,1,2023-11-21
110874,3915,10,1,2023-11-11
110875,476,64,3,2023-09-24
110876,2218,43,2,2023-12-10
110877,2600,22,1,2023-01-31
110878,1742,19,5,2023-09-10
110879,4230,31,3,2023-12-03
110880,2991,10,2,2023-06-16
110881,3668,23,3,2023-04-16
110882,467,43,4,2023-10-07
110883,791,15,1,2023-06-06
110884,238,54,5,2023-11-28
110885,1032,49,1,2023-01-14
110886,2270,51,3,2023-10-23
110887,4480,80,1,2023-06-19
110888,3851,62,3,2023-06-10
110889,1033,19,5,2023-08-18
110890,4098,36,1,2023-05-18
110891,4400,87,1,2023-10-29
110892,2159,83,4,2023-01-10
110893,1854,11,3,2023-12-24
110894,2997,20,3,2023-05-10
110895,1242,89,4,2023-03-12
110896,767,46,1,2023-11-14
110897,4812,79,3,2023-11-24
110898,3886,36,2,2023-01-04
110899,4103,2,1,2023-04-24
110900,2239,64,3,2023-02-08
110901,465,70,2,2023-09-27
110902,766,17,3,2023-12-06
110903,3469,84,5,2023-07-04
110904,2290,91,4,2023-07-30
110905,2596,3,1,2023-11-17
110906,1200,13,4,2023-06-13
110907,1979,97,2,2023-01-23
110908,4249,13,1,2023-01-02
110909,2390,86,4,2023-06-08
110910,1630,68,2,2023-11-18
110911,174,5,5,2023-06-18
110912,4704,29,4,2023-12-05
110913,1436,16,3,2023-01-01
110914,4426,60,2,2023-09-24
110915,4134,69,2,2023-10-29
110916,2501,77,2,2023-04-20
110917,2652,11,1,2023-10-11
110918,1463,99,2,2023-12-05
110919,2381,67,2,2023-11-09
110920,4647,23,5,2023-12-09
110921,4671,7,5,2023-07-04
110922,702,11,1,2023-09-13
110923,4098,92,1,2023-02-01
110924,3372,81,1,2023-06-06
110925,4766,52,3,2023-10-26
110926,832,88,3,2023-11-23
110927,2193,74,1,2023-11-30
110928,3226,99,5,2023-10-29
110929,4289,55,5,2023-06-12
110930,2706,74,5,2023-11-05
110931,1431,9,5,2023-05-30
110932,596,37,2,2023-07-22
110933,1448,41,4,2023-09-13
110934,4817,89,4,2023-08-10
110935,4920,1,5,2023-12-09
110936,298,9,5,2023-04-11
110937,1804,60,4,2023-05-27
110938,1999,48,4,2023-11-29
110939,4263,95,4,2023-11-28
110940,28,92,1,2023-09-17
110941,233,100,5,2023-05-20
110942,3302,95,3,2023-08-14
110943,3552,89,5,2023-11-25
110944,1044,77,3,2023-05-14
110945,4762,2,4,2023-04-12
110946,1848,32,5,2023-11-01
110947,735,82,4,2023-10-12
110948,103,1,1,2023-12-21
110949,773,43,5,2023-10-06
110950,2154,20,1,2023-03-02
110951,1801,52,5,2023-09-24
110952,1967,4,5,2023-10-06
110953,2509,90,4,2023-10-07
110954,2192,59,2,2023-05-24
110955,4004,82,3,2023-03-18
110956,1951,89,5,2023-07-17
110957,2914,31,2,2023-04-17
110958,4376,5,3,2023-02-20
110959,3824,3,1,2023-09-26
110960,2237,95,5,2023-02-07
110961,2494,93,5,2023-04-04
110962,881,97,1,2023-04-28
110963,3794,9,1,2023-03-29
110964,2202,92,1,2023-10-20
110965,4526,77,4,2023-09-07
110966,2769,83,2,2023-01-02
110967,1034,2,5,2023-11-09
110968,2232,1,1,2023-06-04
110969,2700,64,5,2023-09-22
110970,1301,32,4,2023-01-25
110971,3663,98,5,2023-05-02
110972,4426,69,3,2023-02-19
110973,4423,85,5,2023-10-28
110974,2176,98,2,2023-07-21
110975,1937,81,5,2023-02-04
110976,3416,17,1,2023-10-17
110977,11,69,3,2023-07-10
110978,4246,33,4,2023-03-12
110979,1106,56,1,2023-01-20
110980,1592,52,3,2023-02-19
110981,4170,64,1,2023-09-08
110982,1546,83,2,2023-02-18
110983,4102,50,3,2023-09-20
110984,1201,5,1,2023-05-01
110985,592,34,2,2023-07-08
110986,856,72,1,2023-02-12
110987,1463,62,3,2023-10-22
110988,4093,84,3,2023-11-13
110989,2837,32,2,2023-06-10
110990,2901,66,3,2023-08-22
110991,4545,4,1,2023-02-25
110992,4742,60,3,2023-11-11
110993,3283,27,3,2023-08-11
110994,3495,45,4,2023-09-25
110995,668,80,1,2023-11-12
110996,2945,76,1,2023-03-07
110997,1926,94,2,2023-11-09
110998,3038,74,3,2023-04-22
110999,3409,97,4,2023-11-22
111000,4597,90,2,2023-05-22
111001,2109,21,5,2023-08-28
111002,3753,18,2,2023-06-10
111003,277,43,4,2023-06-30
111004,920,17,5,2023-08-26
111005,676,78,3,2023-07-21
111006,4976,14,4,2023-12-03
111007,2884,6,3,2023-09-28
111008,3341,18,3,2023-04-09
111009,2678,86,3,2023-11-14
111010,3664,73,2,2023-08-23
111011,149,18,2,2023-05-31
111012,4114,62,1,2023-08-09
111013,3650,15,2,2023-02-14
111014,4172,77,4,2023-12-04
111015,2920,68,2,2023-11-25
111016,2145,95,2,2023-09-24
111017,1310,75,2,2023-09-29
111018,2427,95,3,2023-05-03
111019,4957,34,5,2023-01-22
111020,4905,46,3,2023-09-02
111021,2035,79,2,2023-05-30
111022,675,40,3,2023-06-02
111023,1931,84,5,2023-06-22
111024,1838,79,3,2023-04-22
111025,2886,46,1,2023-09-24
111026,4699,85,1,2023-05-27
111027,3910,50,5,2023-10-24
111028,656,7,3,2023-01-06
111029,2196,76,4,2023-02-09
111030,328,56,5,2023-03-13
111031,1550,90,4,2023-11-22
111032,3263,76,5,2023-03-03
111033,1319,97,2,2023-07-14
111034,4766,29,5,2023-09-14
111035,3459,42,3,2023-11-16
111036,4806,80,2,2023-01-03
111037,3580,32,1,2023-02-25
111038,4952,97,2,2023-06-28
111039,3381,2,1,2023-02-05
111040,3367,7,5,2023-09-10
111041,3159,91,2,2023-03-16
111042,3891,84,2,2023-09-29
111043,153,65,5,2023-08-07
111044,144,49,3,2023-04-15
111045,231,98,4,2023-09-16
111046,4574,52,2,2023-03-16
111047,2635,17,4,2023-10-10
111048,3777,26,1,2023-08-07
111049,4305,82,3,2023-05-09
111050,4080,28,4,2023-02-15
111051,786,30,2,2023-01-04
111052,4533,34,2,2023-07-21
111053,163,25,5,2023-03-14
111054,1440,66,5,2023-04-11
111055,3540,13,2,2023-07-28
111056,1503,59,1,2023-04-10
111057,1245,15,1,2023-11-25
111058,439,15,3,2023-07-17
111059,3384,81,5,2023-10-04
111060,2557,100,3,2023-09-07
111061,1083,40,5,2023-03-28
111062,967,36,2,2023-04-16
111063,2668,56,2,2023-07-10
111064,368,82,1,2023-05-11
111065,1116,26,3,2023-02-01
111066,906,22,2,2023-03-28
111067,647,76,4,2023-01-18
111068,2590,20,4,2023-08-20
111069,4262,73,4,2023-07-23
111070,2810,61,1,2023-07-12
111071,992,40,4,2023-11-03
111072,2076,97,1,2023-05-09
111073,4760,79,4,2023-06-28
111074,1479,7,4,2023-02-14
111075,3345,79,4,2023-03-31
111076,1369,87,4,2023-11-17
111077,63,1,5,2023-08-04
111078,3238,79,5,2023-09-30
111079,544,19,1,2023-08-04
111080,3083,85,3,2023-04-11
111081,4479,82,5,2023-09-04
111082,3149,72,1,2023-10-25
111083,1641,80,3,2023-05-05
111084,3351,59,1,2023-07-05
111085,3116,17,4,2023-03-22
111086,3333,65,1,2023-05-24
111087,3742,76,4,2023-04-07
111088,3441,11,4,2023-03-06
111089,3034,19,5,2023-12-22
111090,1703,11,4,2023-03-19
111091,4431,38,1,2023-01-09
111092,2489,68,2,2023-12-18
111093,2637,48,5,2023-12-02
111094,3571,97,4,2023-12-27
111095,3863,89,4,2023-10-29
111096,544,84,2,2023-08-29
111097,4374,5,4,2023-01-20
111098,1767,86,4,2023-10-11
111099,2072,72,5,2023-11-29
111100,4341,42,5,2023-06-16
111101,3760,28,5,2023-10-24
111102,835,34,1,2023-03-30
111103,4822,66,1,2023-04-05
111104,2888,9,3,2023-03-15
111105,2088,7,1,2023-03-19
111106,4482,19,2,2023-08-18
111107,3505,11,2,2023-10-06
111108,3040,49,2,2023-12-01
111109,2145,100,3,2023-05-04
111110,565,52,4,2023-05-13
111111,4740,54,5,2023-01-01
111112,2554,11,5,2023-06-02
111113,4206,34,2,2023-06-30
111114,3222,3,3,2023-01-05
111115,2932,12,3,2023-12-02
111116,2969,88,3,2023-04-03
111117,395,48,4,2023-03-31
111118,3227,65,3,2023-06-16
111119,1905,92,1,2023-10-19
111120,690,9,2,2023-07-17
111121,84,7,2,2023-04-14
111122,938,75,5,2023-05-13
111123,1835,10,1,2023-02-07
111124,1405,48,4,2023-06-12
111125,3066,84,2,2023-10-09
111126,469,78,2,2023-04-19
111127,1834,11,3,2023-06-18
111128,2384,45,2,2023-02-27
111129,4707,43,5,2023-10-18
111130,1824,64,2,2023-04-26
111131,3658,23,2,2023-07-01
111132,4314,80,3,2023-02-08
111133,1538,81,1,2023-03-24
111134,595,83,3,2023-01-16
111135,3830,51,4,2023-04-02
111136,827,47,5,2023-03-18
111137,119,97,5,2023-11-23
111138,3776,4,2,2023-09-29
111139,788,100,4,2023-12-14
111140,1348,60,1,2023-12-24
111141,3241,72,1,2023-05-20
111142,3276,55,1,2023-05-06
111143,583,5,5,2023-03-07
111144,2757,2,3,2023-03-05
111145,1532,70,5,2023-03-19
111146,2265,46,5,2023-11-13
111147,376,29,3,2023-03-14
111148,2904,76,3,2023-04-27
111149,2296,71,4,2023-07-09
111150,1615,25,3,2023-08-05
111151,3877,12,1,2023-10-22
111152,436,58,5,2023-02-21
111153,3711,75,5,2023-05-24
111154,1881,56,4,2023-01-03
